id,bbl,bin,street_number,street_name,borough,zipcode,on_covered_buildings_list,dof_benchmarking_status,site_eui,weather_normalized_site_eui,source_eui,weather_normalized_source_eui,indoor_water_intensity,reported_water_method,energy_star_score,total_ghg_emissions,direct_ghg_emissions,indirect_ghg_emissions,property_floor_area,primary_property_type
0,1010950035,1027122,653,11 avenue,manhattan,10036,yes,in compliance,108.8,106.4,253.1,249,56.76,manual,31,1190.2,345.2,845,153363,hotel
1,1021390017,1063400,1050,riverside drive,manhattan,10032,yes,in compliance,253.4,246.9,426.7,419,0,none,20,4573.1,0,4573.1,256013,office
2,1008020056,1015051,122,west 27 street,manhattan,10001,yes,in compliance,74.9,70.1,162.4,158.3,0,none,78,698.5,302.6,395.9,117291,office
3,1006970031,1012384,259,10 avenue,manhattan,10001,yes,in compliance,82.2,80.7,187.7,186.4,11.17,manual,39,1249.9,385.1,864.8,215000,k-12 school
4,1001727501,1001866,374,broadway,manhattan,10013,yes,in compliance,77,74.4,115.5,112.5,0,none,79,557.6,390.4,167.2,121689,multifamily housing
5,1007819002,1083026,2,penn plaza,manhattan,10001,yes,in compliance,81.1,79.1,193.1,190.9,11.92,manual,79,10263.2,0,10263.2,1654537,office
6,1008690034,1017595,90,park avenue,manhattan,10016,yes,in compliance,118.2,116.8,269.6,267.9,26.51,manual,55,7773.2,31.6,7741.6,870877,office
7,4018600102,0,92-59,59 avenue,queens,11373,yes,in compliance,63.1,62.6,179,178.9,0,none,80,1013.5,99.5,914.1,204340,retail store
8,1013030033,1036228,776,3 avenue,manhattan,10017,yes,in compliance,80.6,78.6,210.5,207.5,15.35,manual,79,3056.8,104.1,2952.8,487501,financial office
9,1010280029,1024895,888,7 avenue,manhattan,10019,yes,in compliance,113.2,110.7,276.4,272.8,32.38,manual,64,7389.9,1.1,7388.8,848010,office
10,1012690041,1034532,680,5 avenue,manhattan,10019,yes,in compliance,80.4,77.1,181.8,177.6,0,none,77,1396.3,0,1396.3,230193,office
11,1005990064,1010379,375,hudson street,manhattan,10014,yes,in compliance,67.4,66.1,187.5,185.9,0,none,81,5887.4,0,5887.4,1093934,office
12,4093640010,4440535,89-10,van wyck expwy sr w,queens,11418,yes,in compliance,46.3,0,48.6,0,1535.6,manual,100,323.4,323.4,0,131610,hospital (general medical & surgical)
13,1012617501,1071414,1166,avenue of the amer,manhattan,10036,yes,in compliance,115.1,114.9,228,227.3,0,none,63,15118.2,0,15118.2,1797825,office
14,1013000033,1036195,730,3 avenue,manhattan,10017,yes,in compliance,91.5,90,227.7,226.1,0,none,84,4445.4,0,4445.4,627731,office
15,1012870021,1035471,477,madison avenue,manhattan,10022,yes,in compliance,41.1,0,103.2,0,24.29,manual,97,980,0,980,307384,office
16,1013090001,1036476,405,park avenue,manhattan,10022,yes,in compliance,77.1,0,188.8,0,0,none,71,3499,0,3499,161427,office
17,1008547501,0,11,madison avenue,manhattan,10010,yes,in compliance,77.7,76.2,203.6,201.9,21.96,manual,90,15889.6,221.5,15668.1,2613986,office
18,1010277504,1086135;1024876,230,west 56 street,manhattan,10019,yes,in compliance,79.9,78.9,224.7,223.9,11.54,manual,71,4074.9,432.9,3642,651851,office
19,1014637501,1045575,411,east 68 street,manhattan,10065,yes,in compliance,511.9,503.3,1101.7,1095.2,0,none,0,28370,0,28370,743935,other
20,1014610013,1045570,425,east 66 street,manhattan,10065,yes,in compliance,441.4,432.1,932.3,922.7,0,none,0,10736.4,0,10736.4,327993,laboratory
21,1012950023,1036147,355,lexington avenue,manhattan,10017,yes,in compliance,61.9,59.4,159.7,157.1,4.56,manual,88,1239.1,0,1239.1,256272,office
22,1000390012,1000880,110,maiden lane,manhattan,10005,yes,in compliance,121.7,118.8,257.7,252.9,14.67,manual,57,9435.6,0,9435.6,1045088,office
23,1013090023,1036482,641,lexington avenue,manhattan,10022,yes,in compliance,114.5,112,231.5,228.1,12.79,manual,61,3611.1,0,3611.1,429866,office
24,1013050013,1036451,560,lexington avenue,manhattan,10022,yes,in compliance,66.4,63.9,181.1,177.6,13.58,manual,82,1733.9,0,1733.9,328910,office
25,1000250001,1000821,55,broad street,manhattan,10004,yes,in compliance,106.6,104.6,246.8,243.8,21.34,manual,65,3319.8,0,3319.8,410295,office
26,1000100023,1000027,1,whitehall street,manhattan,10004,yes,in compliance,106.8,103.9,223.3,219.9,11.19,manual,67,2606.4,0,2606.4,329991,office
27,1013250001,1038464,845,3 avenue,manhattan,10022,yes,in compliance,106.4,104.2,223.8,221.1,11.62,manual,68,2698.7,0,2698.7,342387,office
28,1000090029,1000021,24,whitehall street,manhattan,10004,yes,in compliance,136.2,133.5,281,277.8,9.92,manual,46,8637.6,0,8637.6,859807,office
29,1012870028,1076267,41,east 51 street,manhattan,10022,yes,in compliance,110.3,108.4,311.3,309,18.31,manual,82,3264.6,62.2,3202.3,370441,office
30,1007860001,1083624,520,8 avenue,manhattan,10018,yes,in compliance,76,71.9,179.3,174.6,23.93,manual,80,4711.5,1475.8,3235.7,814025,office
31,1000477501,1001026,120,broadway,manhattan,10005,yes,in compliance,66.2,63.4,171.4,167.8,11.78,manual,88,9874.1,110.9,9763.2,1910503,office
32,1012780069,1035365,529,5 avenue,manhattan,10017,yes,in compliance,85.3,82.9,230.4,228,0,none,76,1682.7,0,1682.7,249187,office
33,1012930014,1086164,19,east 57 street,manhattan,10022,yes,in compliance,109.8,107.2,291.2,288,0,none,44,871,0,871,100684,office
34,1012910028,1035771,65,east 55 street,manhattan,10022,yes,in compliance,81.4,79.4,217.4,215.3,0,none,76,3981.2,0,3981.2,619631,office
35,1012810069,1035401,553,5 avenue,manhattan,10017,yes,in compliance,68.3,67.1,193,191.9,0,none,81,1332.9,0,1332.9,243294,office
36,1010210026,1024795,750,7 avenue,manhattan,10019,yes,in compliance,78.6,76.8,203.3,201.4,21.68,manual,79,3952.1,16.8,3935.4,643301,office
37,1013080033,1036473,880,3 avenue,manhattan,10022,yes,in compliance,66.6,64.3,188.6,185.7,0,none,63,760.8,0,760.8,142235,office
38,1010287501,1070014,235,west 56 street,manhattan,10019,yes,in compliance,51265,48382.1,61749.8,58282,0,none,1,2097196.5,75.5,2097121,616000,multifamily housing
39,1012590001,1034202,1120,avenue of the amer,manhattan,10036,yes,in compliance,79.5,0,169.3,0,0,none,83,3682,1.2,3680.8,623044,office
40,1008820003,1018123,369,park avenue south,manhattan,10016,yes,in compliance,167.5,164.1,310.7,307.9,0,none,25,1285.1,716.7,568.4,104232,office
41,1005980058,1010378,341,hudson street,manhattan,10014,yes,in compliance,97.8,96,247,245.2,0,none,71,6714,1495.1,5219,909266,office
42,1012890014,1035727,512,madison avenue,manhattan,10022,yes,in compliance,84.3,0,229.8,0,12.98,manual,74,6846.1,142.1,6704.1,1027741,financial office
43,1000627501,1001068,1,liberty plaza,manhattan,10006,yes,in compliance,107.6,106.1,261.3,259.4,15.24,manual,84,19360.4,91.4,19269,2342856,office
44,1010497501,1026318,35,columbus circle,manhattan,10019,yes,in compliance,154.9,0,362.9,0,0,none,0,31804.9,1406,30398.8,2722590,office
45,1000047501,1000005,1,water street,manhattan,10004,yes,in compliance,149,149,358.8,358.8,18.99,manual,61,28473.3,0.1,28473.2,2428325,office
46,1013010001,1036205,245,park avenue,manhattan,10017,yes,in compliance,117.5,115.2,273.9,271.1,15.78,manual,77,14211,59.9,14151.1,1592125,office
47,1009960029,1080824,1133,avenue of the amer,manhattan,10036,yes,in compliance,110.8,108.7,243.8,241.2,0,none,76,8112.3,0,8112.3,977035,office
48,1012760058,1085972,300,madison avenue,manhattan,10017,yes,in compliance,124.9,122.9,329.9,328.1,1.86,manual,79,10512.8,42.6,10470.1,1071012,office
49,1000160120,1000057,200,liberty street,manhattan,10281,yes,in compliance,113.6,112.6,230.9,229.5,0,none,79,14138.4,25.8,14112.6,1485610,office
50,1000160125,1000058,225,liberty street,manhattan,10280,yes,in compliance,93,91.6,191.3,189.6,8.54,manual,75,14211.1,0,14211.1,2158767,office
51,5024000210,0,140,marsh avenue,staten island,10314,yes,in compliance,53.2,52.4,150.2,149.3,0,none,76,747.7,77.4,670.3,179200,retail store
52,2051410003,0,100,baychester avenue,bronx,10475,yes,in compliance,56.9,55.8,157.3,156.2,0,none,85,734,90,644,166320,retail store
53,1000160150,1000060,250,vesey street,manhattan,10281,yes,in compliance,10.4,9,171.3,170.8,15.02,manual,80,6100.2,0,6100.2,1981198,office
54,1007830070,1014387,206,west 34 street,manhattan,10001,yes,in compliance,165.1,164.4,264.3,263.7,30.39,manual,59,26439.2,9823.6,16615.6,2486762,office
55,1009970029,1022631,1155,avenue of the amer,manhattan,10036,yes,in compliance,54,54.2,166.1,166.8,0,none,90,3054.3,0,3054.3,686902,office
56,1013150001,1037545,655,3 avenue,manhattan,10017,yes,in compliance,85.3,83.4,186.8,184.1,0,none,86,2453.3,0,2453.3,384432,office
57,1009990019,1022667,114,west 47 street,manhattan,10036,yes,in compliance,67.1,63.2,164.6,159.4,0,none,84,2961.2,0,2961.2,572369,financial office
58,1013190047,1037596,733,3 avenue,manhattan,10017,yes,in compliance,100.6,96.6,220.7,215,0,none,75,2731.4,0,2731.4,362578,office
59,1009950005,1085682,1472,broadway,manhattan,10036,yes,in compliance,114.7,113.6,287,285.8,0,none,61,13661.8,2557.4,11104.4,1601977,office
60,1013160001,1037549; 1037550,675,3 avenue,manhattan,10017,yes,in compliance,97.7,95.2,204.3,201.5,0,none,66,5436,0,5436,752426,office
61,1012980023,1036162,425,lexington avenue,manhattan,10017,yes,in compliance,85.3,82.7,225.9,221.5,27.06,manual,72,4982.7,56.2,4926.5,743915,office
62,1012860035,1035464,320,park avenue,manhattan,10022,yes,in compliance,93,91.3,248.2,245.5,0,none,79,5298.3,0,5298.3,721979,financial office
63,1000480001,1001027,140,broadway,manhattan,10005,yes,in compliance,132.9,129,269.1,264.5,0,manual,68,12402.5,26.5,12375.9,1272119,office
64,1008560024,1016880,380,park avenue south,manhattan,10010,yes,in compliance,100.6,96.7,215.7,211.3,0,none,78,11334.2,0,11334.2,1513807,office
65,1000350010,1000868,111,wall street,manhattan,10005,yes,in compliance,66.1,63.6,176.5,173.4,11.69,manual,0,4675.5,87.2,4588.3,893647,office
66,1001860001,1082816,107,north moore street,manhattan,10013,yes,in compliance,78.8,78.8,202.6,202.6,17.34,manual,78,11474.5,131.3,11343.2,1869756,office
67,1013137501,1086160;1037168;1037169;1037171,151,east 58 street,manhattan,10022,yes,in compliance,142.7,141,396.6,395,28.13,manual,40,16669.8,152,16517.9,1466016,office
68,3064910011,0,1608,shore parkway,brooklyn,11214,yes,in compliance,65.6,64,168.4,166,0.03,manual,68,656.7,128.5,528.2,133882,retail store
69,5012500090,0,2161,forest avenue,staten island,10303,yes,in compliance,43.4,43,125.4,125,5.57,manual,82,322.8,8.9,314,91047,retail store
70,1012930035,1036067,460,park avenue,manhattan,10022,yes,in compliance,82.6,79.2,192.4,187.8,0,none,75,2138.3,0,2138.3,340574,office
71,1013140015,1087632,222,east 41 street,manhattan,10017,yes,in compliance,73.5,71.7,196.8,194.2,12.81,manual,83,2233.7,0,2233.7,384607,office
72,1009940001,1086069,1451,broadway,manhattan,10036,yes,in compliance,62.2,61.8,178,178,0,none,82,5936.8,0,5936.8,1184834,office
73,1013070023,1036467,599,lexington avenue,manhattan,10022,yes,in compliance,68.1,68.1,213.8,213.9,22.95,manual,75,6301.8,0,6301.8,1115877,office
74,1008530002,1088749,1,madison avenue,manhattan,10010,yes,in compliance,102,99.6,255.4,252.9,18.48,manual,76,9280.4,112,9168.5,1176911,office
75,1008610044,1080788;1080789,462,park avenue south,manhattan,10016,yes,in compliance,88.1,0,197.7,0,0,none,76,1998.5,765,1233.4,292061,office
76,1013350005,1357969,320,east 43 street,manhattan,10017,yes,in compliance,81.4,77.9,185.3,180.9,5.14,manual,0,1760.5,29.5,1730.9,287400,office
77,1010140033,1024686,3,times square,manhattan,10036,yes,in compliance,141,139.7,412.2,410.6,24.68,manual,45,9625.8,0,9625.8,841709,office
78,1012670041,1034517,650,5 avenue,manhattan,10019,yes,in compliance,83,81.3,198.7,197,0,none,72,2490.4,0,2490.4,391942,office
79,1012580021,1034198,11,west 42 street,manhattan,10036,yes,in compliance,239.9,237,282.6,279.7,27.74,manual,42,12469.4,11321.7,1147.7,921510,office
80,1012850036,1081146,300,park avenue,manhattan,10022,yes,in compliance,68.2,66.3,154.5,152.3,0,none,85,3988.5,57.2,3931.4,777658,office
81,1012970023,1036156,395,lexington avenue,manhattan,10017,yes,in compliance,73.7,70.1,175.3,170,0,none,85,7233.2,0,7233.2,1283579,office
82,1012970033,1036161,666,3 avenue,manhattan,10017,yes,in compliance,76.9,76.9,198,198,0,none,75,4622.3,0,4622.3,769421,office
83,1012809010,1085735,200,park avenue,manhattan,10017,yes,in compliance,133.4,131,298,295.1,0,none,53,29741.8,430.3,29311.6,2973969,office
84,1010087503,1076177,150,west 56 street,manhattan,10019,yes,in compliance,54,53.8,169.4,169,0,none,86,1671.8,0,1671.8,373640,office
85,4000790030,4307108,25-01,jackson avenue,queens,11101,yes,in compliance,72.9,71,226.6,220.6,22.06,manual,66,8644.5,85.8,8558.6,1436950,office
86,1013060001,1036460,345,park avenue,manhattan,10022,yes,in compliance,153.9,152.3,317.9,316.2,18.78,manual,39,20898.6,80.1,20818.5,1842494,office
87,1014430020,1044756,353,east 68 street,manhattan,10065,yes,in compliance,129.6,127.7,318.6,317.1,0,none,10,602.4,0,602.4,60274,medical office
88,1012820034,1035405,250,park avenue,manhattan,10017,yes,in compliance,71.3,69.8,162.6,160.8,0,none,79,2911,0,2911,540355,office
89,1000370008,1000872,110,wall street,manhattan,10005,yes,in compliance,33.2,28.5,50.2,44.6,0.93,manual,100,671.3,0,671.3,292627,office
90,1012840021,1035439,413,madison avenue,manhattan,10017,yes,in compliance,55.9,54.6,162.9,161,14.11,manual,89,1074.9,0,1074.9,237258,office
91,1008550037,1016749,35,madison avenue,manhattan,10010,yes,in compliance,123,118.2,241.2,235.5,16.33,manual,55,4714.1,71,4643,527815,office
92,1000840036,1086510,7,world trade center,manhattan,10007,yes,in compliance,94.2,0,236.6,0,0,none,69,12646.9,94.5,12552.4,1731994,office
93,1010890001,1085803,1,river place,manhattan,10036,yes,in compliance,134.6,131.3,227.3,223.7,31.11,manual,3,7540.9,4501.2,3039.7,887879,multifamily housing
94,1000350001,1000867,77,front street,manhattan,10005,yes,in compliance,80.9,78.2,211.9,208.7,0,none,71,7311.7,0,7311.7,1151269,office
95,1012860021,1035462,455,madison avenue,manhattan,10022,yes,in compliance,141.3,139.2,218.2,216.3,225.56,manual,45,10815,4150.2,6664.8,1200000,hotel
96,1013049001,1084771,301,park avenue,manhattan,10022,yes,in compliance,141.2,138.3,273.2,270.4,80.03,manual,23,16329.8,386,15943.8,1600000,hotel
97,1012770014,1035348,330,madison avenue,manhattan,10017,yes,in compliance,78.1,76.2,210.2,207.9,12.96,manual,82,5309.8,0,5309.8,859682,office
98,1013280001,1038570,909,3 avenue,manhattan,10022,yes,in compliance,97,95.6,223,221.4,13.89,manual,83,5816.3,0,5816.3,791632,office
99,1012670001,1034510,1280,avenue of the amer,manhattan,10119,yes,in compliance,101.9,101.4,234.6,234.1,21.19,manual,70,16126.9,95.3,16031.6,2091434,office
100,1008070001,1015175,393,7 avenue,manhattan,10001,yes,in compliance,79.4,77.7,186.5,184.6,12.64,manual,81,7093.6,0,7093.6,1172851,office
101,1005540001,1008952,770,broadway,manhattan,10003,yes,in compliance,68.2,66.8,180.4,178.9,11.85,manual,86,6200.4,147.8,6052.6,1160927,office
102,1013120041,1036915,150,east 58 street,manhattan,10022,yes,in compliance,96.1,93.8,198.6,196,13.92,manual,78,4066.4,0,4066.4,573571,office
103,1012670034,1034516,640,5 avenue,manhattan,10019,yes,in compliance,82.2,80.3,228,225.8,21.15,manual,72,2340,0,2340,356686,office
104,1012870033,1035473,350,park avenue,manhattan,10022,yes,in compliance,126.4,126.4,272,272,17.23,manual,52,5182.1,0,5182.1,550317,office
105,1000230050,1000816,20,broad street,manhattan,10004,yes,in compliance,105.6,103.3,242.5,239.8,14.27,manual,79,3788.6,0,3788.6,473890,office
106,1010070005,1069590,153,west 54 street,manhattan,10019,yes,in compliance,114.3,112.7,232.6,231.1,48.36,manual,28,4773.1,225.1,4548,574241,hotel
107,1013000001,1036185,230,park avenue,manhattan,10017,yes,in compliance,99.8,97.3,212.6,209.9,0,none,78,9588.2,65.5,9522.7,1294808,office
108,1012930026,1036061,597,madison avenue,manhattan,10022,yes,in compliance,80.1,76.3,187.1,182.9,18.85,manual,0,2034.5,0,2034.5,333984,office
109,1010070029,1083719,120,west 55 street,manhattan,10019,yes,in compliance,149.5,148.2,342.9,341.6,0,none,32,21132.6,0,21132.6,1866766,office
110,1009200012,1082153,605,3 avenue,manhattan,10016,yes,in compliance,91.5,89.2,200.3,196.8,0,none,78,7232.8,0,7232.8,1056389,office
111,1010220043,1024812,1631,broadway,manhattan,10019,yes,in compliance,101,99.4,220.9,218.6,18.99,manual,71,21445.4,0,21445.4,2837932,office
112,1013090032,1081162,900,3 avenue,manhattan,10022,yes,in compliance,64.4,61.1,177,170.2,9.88,manual,82,3031.7,0,3031.7,591315,office
113,1010050001,1023159,801,7 avenue,manhattan,10019,yes,in compliance,136.4,134.5,263.8,262,64.86,manual,23,11123.2,1847.6,9275.6,1165000,hotel
114,1012710038,1077363,712,5 avenue,manhattan,10019,yes,in compliance,68.6,67.3,178.8,177.4,12.58,manual,80,3092.2,0,3092.2,574857,office
115,1013060033,1036462,850,3 avenue,manhattan,10022,yes,in compliance,82.2,80.6,193.1,191.2,13.31,manual,82,3696.4,0,3696.4,590518,office
116,1012930069,1036079,745,5 avenue,manhattan,10022,yes,in compliance,84.6,82.2,221.6,218.6,0,none,74,3520.2,0,3520.2,530303,office
117,1009980029,1076173,1177,avenue of the amer,manhattan,10036,yes,in compliance,87.4,0,246.4,0,0,none,60,6995.8,19,6976.9,997901,office
118,4041430001,4462119,135-05,20 avenue,queens,11356,yes,in compliance,88.7,85,222.9,218.7,13.46,manual,80,918.4,198.1,720.4,139899,retail store
119,3044520520,3348833,519,gateway drive,brooklyn,11239,yes,in compliance,109.9,107.4,226.1,223.4,12,manual,77,1104.4,450,654.4,148939,retail store
120,2032450060,2109471,300,west kingsbridge rd,bronx,10463,yes,in compliance,99.6,97.6,263.4,262.2,2.14,manual,0,1186.7,197.3,989.5,157011,retail store
121,5074810001,5149742,2900,veterans road west,staten island,10309,yes,in compliance,84.9,83.6,213.2,211.9,9.84,manual,79,903.4,195.5,707.9,143876,retail store
122,1008620029,1017019,2,park avenue,manhattan,10016,yes,in compliance,76.5,73.6,191.3,188.1,0,none,77,5434.3,0,5434.3,916666,office
123,1000240001,1000817,60,broad street,manhattan,10004,yes,in compliance,101.1,97.9,227.9,222.7,0,none,72,7607.5,0,7607.5,998035,office
124,1013137502,1087267,130,east 59 street,manhattan,10022,yes,in compliance,51.3,49.1,137.1,133.7,0,none,89,1091.8,0,1091.8,269470,office
125,1009627501,0,433,east 30 street,manhattan,10016,yes,in compliance,0,0,0,0,0,0,0,0,0,0,0,0
126,1009620080,1085694;1081693;1081694;1085695;1081692;1085588;1087297;1088433;1805035,522,1 avenue,manhattan,10016,yes,in compliance,228.4,225.2,494.9,491.8,0,none,21,37954.9,74.4,37880.5,2227728,hospital (general medical & surgical)
127,1012900021,1035747,535,madison avenue,manhattan,10022,yes,in compliance,83,80.9,215.7,212.7,0,none,74,3077.7,0,3077.7,473329,financial office
128,1013600001,1040072,866,united nations plaza,manhattan,10017,yes,in compliance,92.2,90.9,199.3,197.2,0,none,79,2587.6,0,2587.6,376326,office
129,1012900001,1035741,689,5 avenue,manhattan,10022,yes,in compliance,128.6,123.3,305.5,299.1,32.22,manual,22,884,0,884,89978,office
130,1010060013,1076175,141,west 53 street,manhattan,10019,yes,in compliance,70.2,68.8,186.5,185.1,6.41,manual,81,4948.9,111.1,4837.8,898743,office
131,1013377502,1038758,787,1 avenue,manhattan,10017,yes,in compliance,146.4,0,297.7,0,15.02,manual,40,6292.8,95.1,6197.7,587000,office
132,1013370014,1038757,323,east 44 street,manhattan,10017,yes,in compliance,93.4,90.3,200.5,197.1,24.87,manual,67,3929.2,0,3929.2,565000,office
133,1012920015,1035778,590,madison avenue,manhattan,10022,yes,in compliance,90.5,88.3,218.8,216.5,12.44,manual,60,14801.3,0,14801.3,1196354,office
134,1012597502,1034212,522,5 avenue,manhattan,10036,yes,in compliance,68,66.7,180.5,179,12.49,manual,87,2927.5,26.5,2901,547349,financial office
135,1012687501,1071418,49,west 52 street,manhattan,10019,yes,in compliance,90.6,89,254.1,251.9,18.24,manual,75,6007.7,288.8,5719,837431,office
136,1010050029,1023161,1301,avenue of the amer,manhattan,10019,yes,in compliance,113.6,113.3,210,209.4,11.51,manual,68,15841.8,3775.7,12066.1,2043271,office
137,1019630060,1087900,1255,amsterdam avenue,manhattan,10027,yes,in compliance,57.1,0,59.8,0,0,none,100,435.5,435.5,0,139392,office
138,1012890052,1035734,527,madison avenue,manhattan,10022,yes,in compliance,61.7,59.6,193.7,187.1,8.18,manual,78,1260.7,0,1260.7,246476,office
139,1007680050,1013884,220,west 19 street,manhattan,10011,yes,in compliance,70.8,68.9,171.5,169.5,18.55,manual,75,566.3,142.2,424.2,110032,office
140,4004350001,4005157,24-01,44 road,queens,11101,yes,in compliance,90.6,88.6,228.5,226.8,15.27,manual,0,1848.3,391.1,1457.2,275252,office
141,1008330011,1015805,1240,broadway,manhattan,10001,yes,in compliance,100.4,97.9,208.6,205.5,0,none,80,5281.9,229.3,5052.6,719481,office
142,1013127501,1036926,117,east 57 street,manhattan,10022,yes,in compliance,0,0,0,0,0,none,0,0,17.3,0,521777,multifamily housing
143,1013940001,1041900,505,park avenue,manhattan,10022,yes,in compliance,38.8,38.9,121.7,122.3,18.8,manual,97,727.7,0,727.7,226421,office
144,4051650001,4439898,56-45,main street,queens,11355,yes,in compliance,295.3,292.1,555.1,550.6,0,none,53,11585.9,5827.4,5758.5,590371,hospital (general medical & surgical)
145,4017870020,4862101,123-01,roosevelt avenue,queens,11368,yes,in compliance,52.4,52.6,164.4,165.2,0,none,0,5397.5,0,5397.5,1242968,other - entertainment/public assembly
146,1013747501,1040766,55,east 59 street,manhattan,10022,yes,in compliance,72.1,72.1,207.7,208.1,16.48,manual,72,1703.2,83.3,1619.9,295782,office
147,1010400029,1076203,815,8 avenue,manhattan,10019,yes,in compliance,79.8,78.2,210,208.1,0,none,74,11430.6,84,11346.5,1824886,office
148,1009230001,1020429,302,2 avenue,manhattan,10003,yes,in compliance,252.3,244.8,538.9,531,65.51,manual,23,6348.7,0,6348.7,338424,hospital (general medical & surgical)
149,1012710071,1034855,1368,avenue of the amer,manhattan,10019,yes,in compliance,125.1,121.9,258.2,254.3,19.52,manual,47,2957.7,0,2957.7,320625,office
150,1012790057,1035337,352,madison avenue,manhattan,10017,yes,in compliance,103.3,100.3,240,236.4,11.13,manual,0,2344.1,0,2344.1,298639,office
151,1015000001,1046946,1070,5 avenue,manhattan,10128,yes,in compliance,97.6,97.6,300.5,300.5,0,none,37,1004,19.2,984.8,125362,office
152,1000747501,1001162,199,water street,manhattan,10038,yes,in compliance,65.1,63.6,166,164.2,0,none,85,5008,35.8,4972.2,988890,office
153,1010130029,1024656,592,7 avenue,manhattan,10036,yes,in compliance,102.3,100.5,273.9,272.3,27.35,manual,67,7698.9,173,7525.9,957883,office
154,1005780047,1009723;1804012,250,hudson street,manhattan,10013,yes,in compliance,93,90.6,222.9,220.3,0,none,91,2276.5,618.8,1657.7,332960,office
155,4041250001,4854710,139-10,15 avenue,queens,11357,yes,in compliance,77,74.1,166.1,163.3,18.72,manual,0,491.9,178.3,313.6,92705,adult education
156,1001020001,0,154,nassau street,manhattan,10038,yes,in compliance,133.8,133.8,249.2,249.2,0,none,0,6048.3,42.1,6006.2,628399,college/university
157,1021360245,0,115,ft washington avenue,manhattan,10032,yes,in compliance,16.1,15.6,50.6,48.9,0,none,0,193.9,0,193.9,145000,parking
158,1005970012,1010362,78,vandam street,manhattan,10013,yes,in compliance,70.6,65,162.9,157.3,0,none,82,2332.4,811,1521.4,427972,office
159,1013750049,1072007,667,madison avenue,manhattan,10065,yes,in compliance,69.5,69.5,218.4,218.4,0,none,69,1414.8,0,1414.8,245320,office
160,1013130005,1037165,111,east 58 street,manhattan,10022,yes,in compliance,138.4,138.4,287.6,287.6,0,none,42,5161.9,1507.7,3654.2,538141,office
161,1008410054,1016048,8,west 40 street,manhattan,10018,yes,in compliance,108.9,99.9,219.5,208.2,21.23,abs,67,1025.4,507.8,517.6,121758,office
162,1001270018,1001415,253,greenwich street,manhattan,10007,yes,in compliance,92.6,91.5,255,253.7,0,none,0,3738.4,0,3738.4,507000,office
163,1000920005,1001269;1001270,161,william street,manhattan,10038,yes,in compliance,72.8,69.2,179.3,175.5,0,none,0,1053,0,1053,187518,college/university
164,1004910046,1007385,151,avenue of the amer,manhattan,10013,yes,in compliance,61.6,58.9,133.7,130.3,6.79,abs,92,1206.4,514.9,691.5,248550,office
165,1012870052,1035474,485,madison avenue,manhattan,10022,yes,in compliance,83.2,0,207.9,0,0,none,76,1661.7,146.9,1514.8,263067,office
166,1019920013,1059836,3041,broadway,manhattan,10027,yes,in compliance,79.3,0,126.2,0,15.72,manual,65,1834.1,1187.1,647,380000,residence hall/dormitory
167,4019370001,4047361,54-09,100 street,queens,11368,yes,in compliance,83.2,80.5,136.2,133.4,0,none,54,681.5,423.5,258,133158,multifamily housing
168,1013760036,1946606,540,park avenue,manhattan,10065,yes,in compliance,121.9,115.4,230.2,223.3,0,none,49,2539.2,1241.5,1297.7,320000,hotel
169,1013030001,1036223,299,park avenue,manhattan,10017,yes,in compliance,107.9,106.7,255.3,253.8,0,none,51,10529.8,0,10529.8,1278462,financial office
170,1008087501,1015191,401,7 avenue,manhattan,10001,yes,in compliance,127.5,127.5,206.6,206.6,81.13,manual,51,12549.7,220.2,12329.5,1412862,hotel
171,1012920037,1035780,444,park avenue,manhattan,10022,yes,in compliance,127.2,126.5,294.3,292.3,0,none,57,3131.6,0,3131.6,324528,office
172,1013087502,1071457,399,park avenue,manhattan,10022,yes,in compliance,93.5,0,242.9,0,19,manual,72,12509.9,70.5,12439.4,1711084,office
173,1000167517,1087842,70,battery place,manhattan,10280,yes,in compliance,95.1,95.1,130.6,130.6,0,none,69,2513.8,1956.1,557.6,457771,multifamily housing
174,1000160185,1086547,211,north end avenue,manhattan,10282,yes,in compliance,89.9,89.9,151.5,151.5,35.96,manual,27,1676.8,997.2,679.6,300000,multifamily housing
175,1000160180,1086174,20,river terrace,manhattan,10282,yes,in compliance,108.7,107.9,182,181.2,0,none,8,2456.7,1475.3,981.5,364339,multifamily housing
176,1008260001,1085951,736,avenue of the amer,manhattan,10010,yes,in compliance,99.5,96.6,177.6,174.9,54.25,manual,23,1800.7,975.7,825,284511,multifamily housing
177,1002160001,1002813,235,west street,manhattan,10013,yes,in compliance,349.8,349.8,1068.1,1068.1,76,manual,0,22093.4,804,21289.4,764915,office
178,5024000375,5039660,283,platinum avenue,staten island,10314,yes,in compliance,42.5,40.5,107.9,104.8,0,none,90,639.2,162.4,476.8,188744,retail store
179,3051330014,3117881,2360,bedford avenue,brooklyn,11226,yes,in compliance,70,65.2,146.4,141.8,4.09,manual,72,893.9,351,542.9,187823,retail store
180,1012910051,1035775,555,madison avenue,manhattan,10022,yes,in compliance,59.6,59,138.6,137.2,49.41,manual,89,2257.3,0,2257.3,498531,office
181,1010680001,1082718;1813279;1085140,424,10 avenue,manhattan,10001,yes,in compliance,231.1,227.8,487.6,484.7,0,none,36,14751.1,40.8,14710.3,861357,hospital (general medical & surgical)
