id,bbl,bin,street_number,street_name,borough,zipcode,on_covered_buildings_list,dof_benchmarking_status,site_eui,weather_normalized_site_eui,source_eui,weather_normalized_source_eui,indoor_water_intensity,reported_water_method,energy_star_score,total_ghg_emissions,direct_ghg_emissions,indirect_ghg_emissions,property_floor_area,primary_property_type
2507,1013867501,1041379,50,east 72 street,manhattan,10021,yes,in compliance,85.4,75.9,121.1,111.5,33.4,abs,61,677.5,537.2,140.3,103364,multifamily housing
2508,1014120001,1043184,865,park avenue,manhattan,10075,yes,in compliance,96,89.9,132.9,126.7,33.62,abs,0,389.7,315.6,74.1,52950,multifamily housing
2509,1011130051,1027194,16,west 61 street,manhattan,10023,yes,in compliance,93.2,91,230.2,227.8,11.25,manual,0,837.6,243.9,593.6,112080,college/university
2510,1008800084,1018088,104,east 25 street,manhattan,10010,yes,in compliance,80.7,80,212.9,213,17.4,manual,0,848.7,183.9,664.8,130000,office
2511,1008580022,1016900,79,madison avenue,manhattan,10016,yes,in compliance,69.4,67.4,160.3,158.2,19.27,manual,0,1471.8,520.8,950.9,271431,office
2512,1008300062,1015740,1195,broadway,manhattan,10001,yes,in compliance,63.6,61.7,139.8,138.3,28.42,manual,93,553.2,229.6,323.7,110000,office
2513,1008610049,1016994,38,east 32 street,manhattan,10016,yes,in compliance,51.1,0,114.1,0,14.4,manual,0,340,135.9,204.1,83937,mixed use property
2514,1008230073,1015552,56,west 22 street,manhattan,10010,yes,in compliance,44.6,38.3,106.8,100.2,26.95,manual,88,214.9,70.7,144.2,60000,office
2515,1008950045,1019483,600,3 avenue,manhattan,10016,yes,in compliance,90.5,85.7,205.6,199.4,17.62,manual,65,3646.4,0,3646.4,533652,office
2516,2042010031,2046741,1165,morris park avenue,bronx,10461,yes,in compliance,198.4,0,320.2,0,0,none,0,623.6,395.3,228.2,51389,college/university
2517,1008850015,1018246,119,east 29 street,manhattan,10016,yes,in compliance,122,0,189.1,0,0,none,53,489.8,354.7,135,52604,residence hall/dormitory
2518,2041170001,2097363;2097362,1250,morris park avenue,bronx,10461,yes,in compliance,536.7,0,846.2,0,0,none,0,42728.1,28000.3,14727.7,1313020,other
2519,2042220084,2047112,1579,rhinelander avenue,bronx,10461,yes,in compliance,0,0,0,0,0,none,0,0,0,104.4,140628,multifamily housing
2520,2042050002,2102975;2097570;2102974,1925,eastchester road,bronx,10461,yes,in compliance,70.5,0,120.5,0,0,none,55,3377.1,1979.6,1397.6,754120,multifamily housing
2521,1008900024,1018520,245,lexington avenue,manhattan,10016,yes,in compliance,160.6,157.1,264.6,260.3,0,none,36,851.4,0,851.4,75512,office
2522,1021490023,1063580,2495,amsterdam avenue,manhattan,10033,yes,in compliance,220.3,209.1,367.3,355.6,0,none,22,3464.3,2093.6,1370.7,253942,office
2523,1021490030,1081872;1081871,2501,amsterdam avenue,manhattan,10033,yes,in compliance,0,0,0,0,0,none,0,0,0,338.6,119550,residence hall/dormitory
2524,1021560016,1063719,2508,amsterdam avenue,manhattan,10033,yes,in compliance,106.8,0,162.2,0,0,none,83,870.7,647.2,223.4,105698,office
2525,1021560048,1063737,2520,amsterdam avenue,manhattan,10033,yes,in compliance,0,0,0,0,0,none,0,0,0,364.2,140260,library
2526,1021490076,1063582,2525,amsterdam avenue,manhattan,10033,yes,in compliance,0,0,0,0,0,none,0,0,0,145.1,63560,residence hall/dormitory
2527,1021560083,1063746,2540,amsterdam avenue,manhattan,10033,yes,in compliance,0,0,0,0,0,none,0,0,0,245.5,152890,k-12 school
2528,1008630053,1017088,48,east 34 street,manhattan,10016,yes,in compliance,88.7,88.6,143.5,143.5,0,none,70,542.2,3.5,538.7,87550,residence hall/dormitory
2529,2043400001,2049739,2260,bronx park east,bronx,10467,yes,in compliance,64.6,0,91.4,0,474.54,abs,84,308.9,245.4,63.5,62328,multifamily housing
2530,2043450005,2050020,2206,holland avenue,bronx,10467,yes,in compliance,73.5,0,100.2,0,80.13,abs,75,392.5,322.1,70.4,69734,multifamily housing
2531,2049990068,2068245,730,east 236 street,bronx,10466,yes,in compliance,96.5,0,123.3,0,0,none,56,523.5,452.2,71.4,71129,multifamily housing
2532,2042980022,2048981,900,lydig avenue,bronx,10462,yes,in compliance,104.4,0,135.4,0,21.57,abs,61,899,767.4,131.6,112800,multifamily housing
2533,2032630292,2016101,3871,sedgwick avenue,bronx,10463,yes,in compliance,86,0,111.7,0,0,none,66,647.4,552.2,95.2,98532,multifamily housing
2534,1014537501,1087778;1045265,300,east 79 street,manhattan,10075,yes,in compliance,94.5,91.8,223.3,218.6,37.5,abs,2,401.9,110.3,291.5,59205,multifamily housing
2535,1009210019,1020402,333,east 14 street,manhattan,10003,yes,in compliance,82.7,79.6,129.3,126.2,0,none,0,942.7,629.3,313.4,185228,multifamily housing
2536,1013680036,1040472,430,east 57 street,manhattan,10022,yes,in compliance,90.6,86.3,125.3,120.8,0,none,16,758.6,614.8,143.9,109439,multifamily housing
2537,5027050225,5041883,4435,victory boulevard,staten island,10314,yes,in compliance,213.3,0,508,0,0,none,0,12587.9,1800.9,10787,438530,other
2538,1006970047,0,518,west 26 street,manhattan,10001,yes,in compliance,71.5,64.2,107,99.6,0,none,0,1201,906.2,294.8,218019,other
2539,1008440001,1016080,85,5 avenue,manhattan,10003,yes,in compliance,98.3,93.3,229.4,224.8,10.28,manual,68,761.4,218.4,543,108445,office
2540,1008880001,1018472,1,park avenue,manhattan,10016,yes,in compliance,70.3,67.2,186.9,183.8,18.82,manual,76,5508.4,1125.6,4382.8,965832,office
2541,1015447501,1087342,350,east 82 street,manhattan,10028,yes,in compliance,99.5,97.3,194.1,192.3,0,none,15,1104.2,511.4,592.9,166431,multifamily housing
2542,1012050029,1031625,315,central park west,manhattan,10025,yes,in compliance,110.9,0,152.8,0,0,none,0,1727,757.3,969.7,109769,multifamily housing
2543,2032530012,2015502,2678,kingsbridge terrace,bronx,10463,yes,in compliance,159.8,156.6,334.4,324.4,0,none,16,932.4,365,567.5,85835,senior care community
2544,1015697503,1087460,400,east 90 street,manhattan,10128,yes,in compliance,118.5,110.7,212.9,204,60.44,abs,6,754.6,411.2,343.5,97399,multifamily housing
2545,1012907501,1087101,60,east 55 street,manhattan,10022,yes,in compliance,149.2,145.8,327,323.5,0,none,0,1122.8,389.5,733.2,108430,multifamily housing
2546,1001480015,1001622,40,worth street,manhattan,10013,yes,in compliance,69.4,65.4,171.8,166.9,0,none,84,3975.2,1137.1,2838.1,716932,office
2547,1012400052,1087656,2495,broadway,manhattan,10025,yes,in compliance,47.6,47.4,122.4,122.8,0,none,65,585.5,112.8,472.7,164397,multifamily housing
2548,4014470001,4035594,86-10,34 avenue,queens,11372,yes,in compliance,0,0,0,0,0,none,0,435.3,328.6,106.7,104476,multifamily housing
2549,1014297502,1087912,255,east 74 street,manhattan,10021,yes,in compliance,121.1,119.6,261.5,259.7,0,none,5,2101,170.4,1930.7,236863,multifamily housing
2550,1006400021,1087474;1805629;1012049,756,washington street,manhattan,10014,yes,in compliance,81,77.5,131.1,127.7,0,none,49,355.6,224.4,131.2,71709,multifamily housing
2551,1005220012,1008213,636,broadway,manhattan,10012,yes,in compliance,72.8,0,155.8,0,0,none,79,669.5,258.8,410.7,130000,office
2552,1014380049,1044388,1218,2 avenue,manhattan,10065,yes,in compliance,99.6,95.7,172.2,168.9,0,none,3,624.5,356.3,268.2,99863,multifamily housing
2553,1006187501,1067572,222,west 14 street,manhattan,10011,yes,in compliance,91.6,88.1,171.1,167,0,none,36,626.1,312.1,314,105526,multifamily housing
2554,1010747501,1026952,535,west 45 street,manhattan,10036,yes,in compliance,0,0,0,0,0,none,0,795.7,283.9,511.8,116200,office
2555,1002207503,1086557,38,laight street,manhattan,10013,yes,in compliance,86.1,81.4,172.9,167.9,0,none,4,354.9,152.8,202.1,61717,multifamily housing
2556,1008987501,1069344,305,2 avenue,manhattan,10003,yes,in compliance,55.9,53.3,126.4,122.7,0,none,75,785.9,248.9,537,199803,multifamily housing
2557,2057790820,2084039,3840,greystone avenue,bronx,10463,yes,in compliance,70.7,69,90.7,88.9,0,none,86,995.8,856.9,139,186480,multifamily housing
2558,1000167512,1085867,102,north end avenue,manhattan,10282,yes,in compliance,145.2,0,263,0,0,none,4,5288.7,2790.1,2498.6,569349,hotel
2559,1015787501,1074035,52,east end avenue,manhattan,10028,yes,in compliance,86,82.2,181,174.8,0,none,6,594.2,229.4,364.8,101354,multifamily housing
2560,3000367501,3335867,30,main street,brooklyn,11201,yes,in compliance,73.7,71.8,134.5,132.8,0,none,25,798,415.9,382,168727,multifamily housing
2561,1014530021,1045251,353,east 78 street,manhattan,10075,yes,in compliance,68,65.4,119.7,117,0,none,68,230.8,128,102.7,53662,multifamily housing
2562,1005560065,0,66,3 avenue,manhattan,10003,yes,in compliance,99.7,95.1,274.3,266.6,18.88,manual,0,425,54.4,370.6,55079,other - entertainment/public assembly
2563,4014320034,4035190,33-52,85 street,queens,11372,yes,in compliance,64,58.5,86.3,80.9,0,none,96,246.4,203.5,42.9,50900,multifamily housing
2564,1015320016,1076327,241,east 86 street,manhattan,10028,yes,in compliance,74.2,70.1,119.3,115.2,0,none,58,589.6,409.2,180.4,104440,multifamily housing
2565,1008380072,1015951,40,west 37 street,manhattan,10018,yes,in compliance,41.7,0,43.2,0,7.09,abs,100,181.7,179.3,2.4,58581,office
2566,1006260012,1011645,631,hudson street,manhattan,10014,yes,in compliance,72.5,0,108.6,0,32.94,abs,68,1536,1155,381,277188,multifamily housing
2567,1008910003,1018885,35,park avenue,manhattan,10016,yes,in compliance,66.6,63.6,122,118.7,0,none,0,733.7,13.1,720.6,154200,multifamily housing
2568,1018880031,1057084,310,west 99 street,manhattan,10025,yes,in compliance,82.6,79.8,112,109.1,0,none,80,364.7,287.8,76.9,76784,multifamily housing
2569,1012430028,1033696,205,west 95 street,manhattan,10025,yes,in compliance,83.6,83.6,135.4,135.4,0,none,41,324.2,224.1,100,50532,multifamily housing
2570,3025570024,3330075,61,greenpoint avenue,brooklyn,11222,yes,in compliance,54.3,48.7,94.8,89,15.83,abs,0,515.7,323.9,191.8,123648,other
2571,1015427501,1049261,1522,2 avenue,manhattan,10075,yes,in compliance,111.3,107.1,178.2,173.8,0,none,34,2609.6,1673,936.6,384486,multifamily housing
2572,5012720011,5109140;5164281;5112687;5164292;5164291;5164290;5164289;5112688;5164294;5164293;5109139,35,federal place,staten island,10303,yes,in compliance,101.2,99.5,164.3,162.3,0,none,25,3267,2054,1213,526555,multifamily housing
2573,1010207502,1087187,1600,broadway,manhattan,10019,yes,in compliance,86.9,85.3,225.9,223.8,32.89,manual,13,1509.3,274.7,1234.6,230928,multifamily housing
2574,1011427502,1029749,155,west 70 street,manhattan,10023,yes,in compliance,75,71.9,135.4,132.4,34.75,manual,38,995,528.7,466.3,207612,multifamily housing
2575,1010197501,1024757,2,times square,manhattan,10036,yes,in compliance,221.7,219.1,526.8,522.6,102.45,manual,1,4026.7,322,3704.7,242018,hotel
2576,1011990055,1031384,40,west 86 street,manhattan,10024,yes,in compliance,15.9,15.7,45.3,44.8,39.26,manual,100,115,10.5,104.5,91847,multifamily housing
2577,1014220021,1043884,1283,2 avenue,manhattan,10065,yes,in compliance,84.5,81,144,139.6,44.56,manual,28,2082.9,26.1,2056.8,349648,multifamily housing
2578,1008660035,1017182,40,park avenue,manhattan,10016,yes,in compliance,21.9,21.9,63.6,63.6,48.66,abs,100,256.1,19.2,237,147026,multifamily housing
2579,1013090050,1036487,136,east 55 street,manhattan,10022,yes,in compliance,21.5,21.7,63.3,63.9,41.79,manual,0,397.5,25.2,372.3,230404,multifamily housing
2580,1011990045,1031377,20,west 86 street,manhattan,10024,yes,in compliance,13.4,13.4,39.2,39,27.71,manual,100,120.5,8.6,112,112565,multifamily housing
2581,1012000015,1031404,27,west 86 street,manhattan,10024,yes,in compliance,13.7,13.6,40.4,40.2,25.78,manual,100,148.5,8.6,139.9,135251,multifamily housing
2582,1012160051,1032172,144,west 86 street,manhattan,10024,yes,in compliance,15.4,15.3,43.7,43.4,31.42,manual,100,124,11.9,112.1,102445,multifamily housing
2583,1011190029,1028230,65,central park west,manhattan,10023,yes,in compliance,78.6,75.1,114.1,110.5,28.49,manual,61,1119,868.6,250.4,185950,multifamily housing
2584,1011980029,1031310,241,central park west,manhattan,10024,yes,in compliance,74.4,71,115.4,111.4,37.41,manual,51,1311.6,11.7,1299.9,254629,multifamily housing
2585,1012030033,1031569;1801459,295,central park west,manhattan,10024,yes,in compliance,17.2,17.1,49.3,49.2,55.73,manual,100,197.4,17,180.3,145454,multifamily housing
2586,1011950014,1031138,25,west 81 street,manhattan,10024,yes,in compliance,13,13,37.6,37.6,30.35,manual,100,126.1,10.2,115.9,121950,multifamily housing
2587,1012170025,1032198,115,west 86 street,manhattan,10024,yes,in compliance,17.2,17.1,48.7,48.4,51.99,manual,100,140.5,14,126.5,103946,multifamily housing
2588,1014230010,1043903,1299,2 avenue,manhattan,10065,yes,in compliance,93.7,93,144.5,143.6,37.02,manual,29,6103.5,4152.2,1951.3,1060725,multifamily housing
2589,2039840001,2041865,1400,benson street,bronx,10461,yes,in compliance,79.7,79.7,138.9,138.9,103.43,manual,34,375.3,211.4,163.9,74759,multifamily housing
2590,1014250005,1043921,211,east 70 street,manhattan,10021,yes,in compliance,71,68.3,125,122.2,36.05,manual,41,2461.9,31.8,2430.1,488747,multifamily housing
2591,1015820031,1051247,544,east 86 street,manhattan,10028,yes,in compliance,17.9,17.9,51.9,51.9,32.21,abs,0,109.1,8.2,100.9,76722,multifamily housing
2592,1013900067,1041712,945,5 avenue,manhattan,10021,yes,in compliance,87.4,82,122.4,117.1,27.59,manual,47,1494.6,1197.5,297,223800,multifamily housing
2593,1015170001,1048070,1085,park avenue,manhattan,10128,yes,in compliance,71.3,67.9,110.9,107.5,30.08,abs,63,874.6,632.9,241.7,159477,multifamily housing
2594,1009150046,1020165,222,east 35 street,manhattan,10016,yes,in compliance,86.4,78.9,118.8,111.2,30.17,abs,57,384.3,312,72.3,59300,multifamily housing
2595,1021420090,1063492,286,ft washington avenue,manhattan,10032,yes,in compliance,100.1,94.7,138,132.4,0,none,89,493.2,398.7,94.5,66000,multifamily housing
2596,1005410001,1008716,40,washington square s,manhattan,10012,yes,in compliance,0,0,0,0,0,none,0,0,0,0,257259,library
2597,1014130045,1043253,168,east 79 street,manhattan,10075,yes,in compliance,122.9,116.1,157.9,151,0,none,30,518.9,446.2,72.8,55500,multifamily housing
2598,1005417501,1086188,89,west 3 street,manhattan,10012,yes,in compliance,16.1,16.1,50,50,0,none,0,224,2.7,221.3,168566,college/university
2599,3021207501,3-02120-7501,381,carlton avenue,brooklyn,11238,yes,in compliance,86,82.6,184.7,181.7,31.05,manual,32,325.5,119.4,206,55033,multifamily housing
2600,1012040029,1031607,300,central park west,manhattan,10024,yes,in compliance,71.1,67,108.9,104.2,23.44,abs,0,2672.4,1821.8,850.6,626467,multifamily housing
2601,1013360015,1038666,333,east 43 street,manhattan,10017,yes,in compliance,106.3,101.9,153.4,148.8,0,none,0,1203.6,936.4,267.3,149000,multifamily housing
2602,1005760025,1077930;1077932,37,west 12 street,manhattan,10011,yes,in compliance,66.5,64.5,114.4,112,0,none,65,1113.2,0,1113.2,236489,multifamily housing
2603,1005560044,1008977,111,4 avenue,manhattan,10003,yes,in compliance,83.3,81.7,146.4,144.5,0,none,0,927.8,527.6,400.2,170000,multifamily housing
2604,1005730043,1009482,24,5 avenue,manhattan,10011,yes,in compliance,100.3,95.7,144.1,139.7,0,none,0,2174.2,1699.2,474.9,285266,multifamily housing
2605,1009037501,1019668,205,east 22 street,manhattan,10010,yes,in compliance,51.1,49.4,109.3,107.5,0,none,0,371.8,137.6,234.2,106063,multifamily housing
2606,1010110045,1023758,128,central park south,manhattan,10019,yes,in compliance,67,63.4,100.1,96.3,0,none,0,381.7,268.5,113.1,95851,multifamily housing
2607,1005460010,1008810,18,washington place,manhattan,10003,yes,in compliance,49.3,49.3,154.8,154.8,0,none,0,423.8,0,423.8,103680,college/university
2608,1012630041,1034486,592,5 avenue,manhattan,10036,yes,in compliance,125.8,123.5,293.9,291.6,0,none,32,830.5,72.9,757.7,88513,office
2609,1011517503,1087704,555,west 59 street,manhattan,10019,yes,in compliance,81.5,79.5,173.9,170.6,0,none,25,1452.3,541.7,910.6,259780,multifamily housing
2610,1011700012,1079386;1079387,2200,broadway,manhattan,10024,yes,in compliance,71.5,69.5,97.7,95.5,0,none,92,1207.8,988.3,219.4,221564,multifamily housing
2611,1012370017,1033308,2420,broadway,manhattan,10024,yes,in compliance,81.2,75.7,124.3,118.5,0,none,0,1781.2,1308.3,472.9,287250,multifamily housing
2612,4050200001,4113585,142-05,roosevelt avenue,queens,11354,yes,in compliance,103.3,97.5,150.6,144.6,84.47,abs,0,1250,943.1,306.9,175676,multifamily housing
2613,1014060017,1042806,976,lexington avenue,manhattan,10021,yes,in compliance,56.2,52.8,85.6,81.7,0,none,0,843.5,0,843.5,217152,multifamily housing
2614,1009157501,1087675,225,east 34 street,manhattan,10016,yes,in compliance,63,59.8,150.7,146.6,0,none,32,998.6,262.6,736,219376,multifamily housing
2615,1017600001,1081105;1081106;1081107;1081108;1081109,2225,5 avenue,manhattan,10037,yes,in compliance,111.7,108,157,153.3,0,none,0,4861.7,3709.2,1152.6,724600,multifamily housing
2616,1017600101,1082614;1082615,45,east 135 street,manhattan,10037,yes,in compliance,150,145.1,212,207.2,8.01,abs,16,2097.9,1589.6,508.3,232414,multifamily housing
2617,1012130009,0,139,west 82 street,manhattan,10024,yes,in compliance,4,4,12.5,12.5,39.12,manual,100,25.4,0,25.4,77000,multifamily housing
2618,1007870040,1014459,500,7 avenue,manhattan,10018,yes,in compliance,88.4,81.1,203.9,194.3,0,none,64,4376.4,1611.5,2764.9,619405,office
2619,1013990033,1042369,160,east 65 street,manhattan,10065,yes,in compliance,109.1,109.2,173.3,173.4,0,none,13,1747.1,1142.7,604.4,258636,multifamily housing
2620,1014920015,1046616,1058,madison avenue,manhattan,10028,yes,in compliance,72.4,69.9,104.7,101.9,0,none,77,497.5,370.8,126.7,109419,multifamily housing
2621,1013210034,1037992,230,east 48 street,manhattan,10017,yes,in compliance,96,91,141.7,136.4,0,none,48,530,404.6,125.4,71992,multifamily housing
2622,1010040029,0,1285,avenue of the amer,manhattan,10019,yes,in compliance,111.7,109.4,264,261.2,16.98,manual,65,14450.6,66.5,14384.1,1697226,office
2623,1008110056,1015231,142,west 36 street,manhattan,10018,yes,in compliance,90.5,86.2,157.3,152.9,0,none,77,578.6,368.2,210.4,82036,office
2624,1022390031,1064968,10,cooper street,manhattan,10034,yes,in compliance,122.4,122.5,159.6,159.8,0,none,49,566.9,481.5,85.4,61292,multifamily housing
2625,1021710001,1064121,10,hillside avenue,manhattan,10040,yes,in compliance,126.1,126.1,161.9,161.9,0,none,0,1093.5,935,158.6,121792,multifamily housing
2626,1021610033,1063870,124,ft george avenue,manhattan,10040,yes,in compliance,156.6,156.5,211.1,210.9,0,none,0,793,655.3,137.7,67035,multifamily housing
2627,1021370157,1063375,118,ft washington avenue,manhattan,10032,yes,in compliance,116.5,116.5,150,150,0,none,0,1089.4,934.1,155.3,123928,multifamily housing
2628,1011430015,1029879,145,west 71 street,manhattan,10023,yes,in compliance,72,71.9,105.7,105.4,38.91,abs,78,416.2,319.7,96.5,75134,multifamily housing
2629,1010060063,1023165,162,west 54 street,manhattan,10019,yes,in compliance,83,82.7,114.8,114.6,0,none,70,614.8,496.6,118.2,98606,multifamily housing
2630,2028380012,2008022,1675,grand concourse,bronx,10452,yes,in compliance,152.7,152.7,196.4,196.4,150.16,abs,13,840.4,721.3,119.1,73040,multifamily housing
2631,1022460135,1065056,1781,riverside drive,manhattan,10034,yes,in compliance,113.8,113.7,143.8,143.6,0,none,49,623,541.9,81,72592,multifamily housing
2632,1021800486,1064460,179,bennett avenue,manhattan,10040,yes,in compliance,20.3,20.3,54.9,54.9,0,none,100,126.2,18.4,107.8,80917,multifamily housing
2633,1022460130,1065055,1793,riverside drive,manhattan,10034,yes,in compliance,111.8,111.7,144.4,144.2,0,none,48,561.6,480.6,81,66447,multifamily housing
2634,1021800522,1064468,225,bennett avenue,manhattan,10040,yes,in compliance,93.3,93.2,126.3,125.9,0,none,64,539.9,440.4,99.5,82526,multifamily housing
2635,1012440008,1033718,307,west 79 street,manhattan,10024,yes,in compliance,96.3,96.2,141.6,141.2,117.56,abs,54,596.6,457.8,138.9,80636,hotel
2636,1021420100,1063495,4079,broadway,manhattan,10032,yes,in compliance,131.9,131.9,197.3,197.3,0,none,3,620.2,461,159.1,64806,multifamily housing
2637,1021770150,1064312,427,ft washington avenue,manhattan,10033,yes,in compliance,119.7,119.6,157.6,157.6,46.93,abs,0,460.7,388.2,72.5,50966,multifamily housing
2638,1021790090,1064336,801,west 181 street,manhattan,10033,yes,in compliance,117.3,117.3,169.9,169.9,0,none,10,671.4,521.2,150.2,75230,multifamily housing
2639,1021750080,1064235,60,sherman avenue,manhattan,10040,yes,in compliance,145.3,145,197,196.6,0,none,19,690.8,568.5,122.3,62839,multifamily housing
2640,2058640516,2085188,6555,broadway,bronx,10471,yes,in compliance,94.4,94.4,135,135,0,none,70,386.7,294.7,92,62560,multifamily housing
2641,1021770105,1064299,812,west 181 street,manhattan,10033,yes,in compliance,106.7,106.6,159,158.7,0,none,30,460.8,345.1,115.7,58642,multifamily housing
2642,1021790093,1064337,815,west 181 street,manhattan,10033,yes,in compliance,128.2,128.2,173.4,173.4,0,none,18,684.1,564.2,119.9,70286,multifamily housing
2643,2032490001,2015298,95,west 195 street,bronx,10468,yes,in compliance,75.7,75.7,104.4,104.4,0,none,81,405.3,323.9,81.4,77540,multifamily housing
2644,1012620056,1034345,36,west 47 street,manhattan,10036,yes,in compliance,184.8,184.2,415.4,413.4,0,none,4,1100.5,435.3,665.1,74675,office
2645,1008360043,1015878,366,5 avenue,manhattan,10001,yes,in compliance,585.6,585.6,686.5,686.5,0,manual,1,6862.5,6291.2,571.3,154340,office
2646,1008690066,1017601,10,east 40 street,manhattan,10016,yes,in compliance,96,92.8,235.2,230.7,0,manual,55,3180.8,0,3180.8,430070,office
2647,1008140046,1015273,108,west 39 street,manhattan,10018,yes,in compliance,62.8,62.3,168.9,168.9,0,manual,76,484.4,0,484.4,97490,office
2648,3002650040,3002548,186,joralemon street,brooklyn,11201,yes,in compliance,64.6,0,137.5,0,0,manual,83,464.2,207.4,256.8,91212,office
2649,1012600042,1034228,2,west 45 street,manhattan,10036,yes,in compliance,105.3,0,253.4,0,0,manual,43,1006.1,319.7,686.3,119990,office
2650,1012920048,1035788,32,east 57 street,manhattan,10022,yes,in compliance,79.9,0,178.1,0,11.66,abs,72,668.5,270.4,398,104990,office
2651,4003760001,4004564,34-01,38 avenue,queens,11101,yes,in compliance,56,0,88.9,0,0,manual,97,676.5,476.1,200.3,159980,office
2652,1008680072,1017244,437,5 avenue,manhattan,10016,yes,in compliance,137.3,0,280.4,0,0,none,27,730.9,359.1,371.8,67365,office
2653,3002550001,3002242,44,court street,brooklyn,11201,yes,in compliance,137,137,290.2,290.2,0,manual,32,1624,740.6,883.4,149445,office
2654,3002650043,3002549,50,court street,brooklyn,11201,yes,in compliance,60.2,0,122.4,0,0,manual,0,564.1,279.7,284.4,118585,office
2655,1013040033,1036446,800,3 avenue,manhattan,10022,yes,in compliance,145.2,142.4,306.6,303.2,0,manual,27,5688.2,0,5688.2,528180,office
2656,1021360195,1063340,97,ft washington avenue,manhattan,10032,yes,in compliance,110.6,110.6,167.3,167.3,0,none,28,420,297.6,122.4,59330,multifamily housing
2657,1010090046,1023461,130,west 57 street,manhattan,10019,yes,in compliance,73,73,131.7,131.7,0,none,75,474.5,287.1,187.4,83104,office
2658,1004177501,1-00417-7501,190,allen street,manhattan,10002,yes,in compliance,114.5,112,231.2,229.3,76.5,manual,32,842.1,358.6,483.5,109858,hotel
2659,1004830017,1007238,524,broadway,manhattan,10012,yes,in compliance,124.3,120.1,270.7,266.7,0,none,46,1632.1,617,1015.1,181583,office
2660,1005560048,1087924,120,east 12 street,manhattan,10003,yes,in compliance,61.3,58.3,121.1,118.2,28.32,abs,78,769.1,342.5,426.5,189261,residence hall/dormitory
2661,1005460015,1008812,14,washington place,manhattan,10003,yes,in compliance,88.8,88.8,130.5,130.5,27.16,manual,42,721.6,521.5,200.1,134387,multifamily housing
2662,1015630032,1050470,436,east 84 street,manhattan,10028,yes,in compliance,93.2,0,129.7,0,0,none,36,816.5,657.7,158.8,115008,multifamily housing
2663,1005470020,1008828,15,washington place,manhattan,10003,yes,in compliance,78.6,75,106.1,102.4,0,none,73,440,363.7,76.3,73733,multifamily housing
2664,1005480009,1008833,13,university place,manhattan,10003,yes,in compliance,69.2,68.2,217.2,214.3,40.16,manual,0,396,0,396,69021,college/university
2665,3021347503,3387992,440,kent avenue,brooklyn,11249,yes,in compliance,72.5,69.1,110.2,106,0,manual,67,832.6,573.4,259.2,191889,multifamily housing
2666,2041610001,2045910,1730,mulford avenue,bronx,10461,yes,in compliance,65.8,58,94.8,86.6,54.82,manual,0,1333.5,981.4,352.1,345456,multifamily housing
2667,3072440105,3196247,2675,east 7 street,brooklyn,11235,yes,in compliance,61.6,0,87.4,0,0,none,83,446.1,336.8,109.3,120263,multifamily housing
2668,4041380001,4836955,132-01,20 avenue,queens,11356,yes,in compliance,191.1,185.8,496.3,490,13.87,abs,46,1127.8,206.6,921.2,78500,supermarket/grocery store
2669,1010690001,1800775;1088726,514,11 avenue,manhattan,10018,yes,in compliance,34.9,34.9,49.1,49.1,0,none,0,834.7,631.1,203.7,411153,automobile dealership
2670,1010450012,1025409,321,west 54 street,manhattan,10019,yes,in compliance,61.1,59.2,108.9,106.9,0,none,80,372.8,202.3,170.5,96000,multifamily housing
2671,1008430003,1016070,75,5 avenue,manhattan,10003,yes,in compliance,76.8,74.9,139.2,137.1,0,none,41,310.9,164.1,146.9,63255,multifamily housing
2672,1012770008,1035347,5,east 42 street,manhattan,10017,yes,in compliance,94.5,92.4,195.5,193,0,none,60,2338.8,0,2338.8,335310,office
2673,3074560006,3204886,2616,homecrest avenue,brooklyn,11235,yes,in compliance,63.8,58.8,106.2,100.7,58.18,abs,82,631.8,424.6,207.2,127500,multifamily housing
2674,3088080059,3247956,3221,emmons avenue,brooklyn,11235,yes,in compliance,74.5,72.8,111.8,109.5,0,none,76,777.2,551.6,225.6,167440,multifamily housing
2675,4114590001,4434905;4434906;4434907;4434908;4434909;4434910;4434911;4434912;4434913;4434916,155-31,155 avenue,queens,11414,yes,in compliance,147.7,145.2,184.5,181.6,0,none,10,939.2,806.6,132.6,113625,multifamily housing
2676,1007890067,1014509,250,west 40 street,manhattan,10018,yes,in compliance,64.5,0,135,0,0,none,84,291,135.9,155.1,57000,office
2677,1014270030,1043975,230,east 73 street,manhattan,10021,yes,in compliance,46.8,45.5,69,67.6,0,none,98,579.3,442.8,136.5,161540,multifamily housing
2678,3014340001,3324661,214,thomas s boyland st,brooklyn,11233,yes,in compliance,83.1,80.8,137.2,134.3,0,none,0,3855.1,2363.3,1491.8,752167,multifamily housing
2679,1015760023,1050767,2,east end avenue,manhattan,10075,yes,in compliance,58.6,0,103.9,0,0,none,86,639.6,363.8,275.7,162791,multifamily housing
2680,1012760033,1035334,118,park avenue,manhattan,10017,yes,in compliance,83.2,82.3,261.3,258.3,14.43,manual,48,4140.9,0,4140.9,600000,office
2681,4103430047,4448879,182-20,liberty avenue,queens,11412,yes,in compliance,54.3,50.4,69.3,65.1,176.33,manual,93,505,424.5,80.5,165000,refrigerated warehouse
2682,1006430001,1012154,521,west street,manhattan,10014,yes,in compliance,72.9,71.8,142,140.9,0,none,23,1762.9,827.9,935,358600,multifamily housing
