"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
1013957502,1041910,521,PARK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,134.5,127.2,231.5,222.7,null,None,1,500.3,2.9,497.4,"52,584",Multifamily Housing
1012090109,1031741,55,WEST   95 STREET    ,MANHATTAN,10025,Yes,In Compliance ,77.5,77.5,104.2,104.4,null,None,55,407.7,337.9,69.9,"69,305",Multifamily Housing
1012060017,1031635,35,WEST   92 STREET    ,MANHATTAN,10025,Yes,In Compliance ,89.8,83,118.1,111.2,null,None,61,718.8,606.4,112.4,"105,625",Multifamily Housing
1014480003,1044898,"1,408",   2 AVENUE         ,MANHATTAN,10021,Yes,In Compliance ,73.3,70.1,108.7,105.5,null,None,null,"2,019.6","1,535.7",483.9,"359,459",Multifamily Housing
1014457501,1044853,"1,328",   2 AVENUE         ,MANHATTAN,10021,Yes,In Compliance ,83.7,79.9,132.3,128.7,48.96,ABS,null,"2,166","1,534.1",631.9,"340,286",Multifamily Housing
1014400005,1078376;1078375,315,EAST   65 STREET    ,MANHATTAN,10065,Yes,In Compliance ,86.9,86,133.2,132,null,None,20,806.5,549.3,257.1,"154,635",Multifamily Housing
1013437501,1039641,317,EAST   50 STREET    ,MANHATTAN,10022,Yes,In Compliance ,83.6,78.9,114.2,109.3,null,None,68,482.4,377.1,105.3,"100,170",Multifamily Housing
1011850032,1031033,320,WEST   76 STREET    ,MANHATTAN,10023,Yes,In Compliance ,76.5,73,109,105.5,null,None,75,496.7,390.5,106.2,"86,236",Multifamily Housing
1011797503,1030925;1070766,205,WEST END AVENUE     ,MANHATTAN,10023,Yes,In Compliance ,81.1,77.9,123.2,119.6,null,None,42,"3,521.1",552.3,"2,968.8","650,325",Multifamily Housing
1014240006,1043905,205,EAST   69 STREET    ,MANHATTAN,10021,Yes,In Compliance ,69,65.6,106,102.5,null,None,null,471.7,345.4,126.4,"89,788",Multifamily Housing
1011547502,1030329,211,WEST   61 STREET    ,MANHATTAN,10023,Yes,In Compliance ,144.6,141.9,366.1,363.9,null,None,1,"1,449.3",385.1,"1,064.3","124,260",K-12 School
1012287501,1070992,"2,250",BROADWAY            ,MANHATTAN,10024,Yes,In Compliance ,66.6,64.1,118.6,116,null,None,null,634.3,344.5,289.7,"149,906",Multifamily Housing
1012367501,1071151,250,WEST   89 STREET    ,MANHATTAN,10024,Yes,In Compliance ,86.5,86.3,140,139.5,null,None,35,"1,096.4",759.8,336.6,"164,340",Multifamily Housing
1008947502,1019272,155,EAST   38 STREET    ,MANHATTAN,10016,Yes,In Compliance ,113.1,110,205.8,202.4,null,None,null,"1,304.4",125.5,"1,178.8","164,456",Multifamily Housing
1011587502,1070696,180,WEST END AVENUE     ,MANHATTAN,10023,Yes,In Compliance ,66.1,63.4,120.8,117.1,null,None,null,"2,456.4",66.4,"2,390","521,080",Multifamily Housing
1009160061,1020201,537,   3 AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,70,66.6,118.5,114.3,null,None,70,613.5,15,598.5,"124,807",Multifamily Housing
1000397501,1000884,130,WATER STREET        ,MANHATTAN,10005,Yes,In Compliance ,74.5,72.7,108.1,106.2,null,None,null,553.5,428.8,124.7,"97,677",Multifamily Housing
3021327502,3335294,138,BROADWAY            ,BROOKLYN            ,11211,Yes,In Compliance ,46.9,44.4,129.1,122.6,null,None,30,222.6,28.4,194.1,"61,276",Multifamily Housing
1011587503,1070703,150,WEST END AVENUE     ,MANHATTAN,10023,Yes,In Compliance ,81.6,78.9,144.4,141,null,None,20,"2,969.9",66.3,"2,903.6","513,351",Multifamily Housing
4098580039,4210855,   165-01,CHAPIN PARKWAY      ,QUEENS,11432,Yes,In Compliance ,123.5,null,223.4,null,48.46,Manual,58,800.1,431.7,368.4,"98,642",Senior Care Community
1013820001,1041199,857,   5 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,172.8,166.9,226.3,220.2,46.41,ABS,null,992.3,838.8,153.5,"76,246",Multifamily Housing
4017590023,4043851,    37-50,  97 STREET         ,QUEENS,11368,Yes,In Compliance ,77.9,null,119.3,null,null,None,55,422.1,310.8,111.3,"70,660",Multifamily Housing
1005230044,1008237,627,BROADWAY            ,MANHATTAN,10012,Yes,In Compliance ,82.5,null,191.6,null,null,None,null,705.7,205.8,499.9,"120,000",Office
1005750077,1009599,55,WEST   11 STREET    ,MANHATTAN,10011,Yes,In Compliance ,75.8,null,105,null,null,None,85,416.4,336.6,79.8,"72,416",Multifamily Housing
1004890001,1088605;1007369,55,SULLIVAN STREET     ,MANHATTAN,10012,Yes,In Compliance ,39.1,37.6,70.7,68.9,null,None,null,266.1,140.8,125.2,"106,475",Multifamily Housing
2057440048,2083471,750,KAPPOCK STREET      ,BRONX               ,10463,Yes,In Compliance ,33.4,33.4,62.8,63,53.9,ABS,100,496.1,244.2,251.9,"228,891",Multifamily Housing
2048230024,2062884,600,BRONX BOULEVARD     ,BRONX               ,10467,Yes,In Compliance ,367.6,367.9,628,628.9,null,None,13,"8,783.6","5,112.5","3,671.1","382,273",Hospital (General Medical & Surgical)
2040830013,2044217,"1,525",JARRETT PLACE       ,BRONX               ,10461,Yes,In Compliance ,39.1,38,86,84.6,null,None,97,144.9,49.9,95,"53,275",Office
2033430300,2018227,"3,411",WAYNE AVENUE        ,BRONX               ,10467,Yes,In Compliance ,109.4,106.1,174.7,171.5,null,None,22,771.3,496.3,274.9,"115,766",Multifamily Housing
2033430245,2018225,206,EAST GUN HILL ROAD  ,BRONX               ,10467,Yes,In Compliance ,64.7,63.2,112.8,111.2,null,None,53,"2,746.1","1,546.3","1,199.8","673,910",Multifamily Housing
2057690105,2083943,"3,636",WALDO AVENUE        ,BRONX               ,10463,Yes,In Compliance ,66.5,63.4,90.4,87,null,None,98,433.3,340.6,92.7,"113,270",Office
2033270001, 2096398;2096401 ;2807922 ;2096399 ;2096396;2102884,111,EAST  210 STREET    ,BRONX               ,10467,Yes,In Compliance ,515.3,502.6,551.8,539,null,None,33,"2,850","2,799.3",50.7,"99,526",Hospital (General Medical & Surgical)
2049930001,2097440,613,EAST  233 STREET    ,BRONX               ,10466,Yes,In Compliance ,16.1,15.4,31.5,30.7,null,None,null,249.4,114,135.4,"234,000",Parking
2029910034,2010685,"1,788",HOE AVENUE          ,BRONX               ,10460,Yes,In Compliance ,813.2,803.3,"1,055",1044.5,null,None,1,"3,191.1","2,639.9",551.2,"68,952",Hospital (General Medical & Surgical)
2033430283,2094767,170,EAST GUN HILL ROAD  ,BRONX               ,10467,Yes,In Compliance ,722.8,622.5,763.8,662.5,null,None,1,"16,535.4","16,320.2",215.2,"379,500",Hospital (General Medical & Surgical)
1005300001,1008467,670,BROADWAY            ,MANHATTAN,10012,Yes,In Compliance ,75.2,70.3,128.2,123.7,0,Manual,null,396.6,257.1,139.4,"68,450",Office
4012650011,4029133,    34-20,  79 STREET         ,QUEENS,11372,Yes,In Compliance ,76.1,72.2,99.9,96,null,None,68,328.1,267.6,60.5,"75,833",Multifamily Housing
2033370035,2018066,"3,348",ROCHAMBEAU AVENUE   ,BRONX               ,10467,Yes,In Compliance ,3.6,3.5,11.2,11.1,null,None,null,92.8,0,92.8,"312,490",Parking
1020900029,1062361,"3,501",BROADWAY            ,MANHATTAN,10031,Yes,In Compliance ,86.4,null,108,null,55.84,ABS,54,471.2,413.2,58,"72,444",Multifamily Housing
2059530038,2086319,"5,700",ARLINGTON AVENUE    ,BRONX               ,10471,Yes,In Compliance ,111.4,105.5,141.5,135.6,58.81,ABS,41,"3,352","2,889.3",462.8,"425,135",Multifamily Housing
1012160060,1032177,168,WEST   86 STREET    ,MANHATTAN,10024,Yes,In Compliance ,78.8,78.8,109.4,109.3,null,None,null,456.7,350.9,105.8,"100,042",Multifamily Housing
1018760001,1056582,900,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,60.4,57.7,90.9,88.1,29.69,ABS,null,651.8,461.1,190.6,"172,176",Multifamily Housing
1012010034,1031465,275,CENTRAL PARK WEST   ,MANHATTAN,10024,Yes,In Compliance ,74.7,74.7,98.5,98.5,null,None,95,"1,205.7",998.1,207.6,"248,962",Multifamily Housing
1011500041,1030261,120,WEST   79 STREET    ,MANHATTAN,10024,Yes,In Compliance ,48.6,48.6,81.1,81.1,30.32,ABS,99,345.3,208.3,137,"114,696",Multifamily Housing
4063010016,4138367,   214-32,  43 AVENUE         ,QUEENS,11361,Yes,In Compliance ,10.2,10.2,21.3,21.4,null,None,100,35.5,13.9,21.6,"51,150",Multifamily Housing
1013650020,1040160,60,SUTTON PLACE SOUTH  ,MANHATTAN,10022,Yes,In Compliance ,89.6,89.7,145.3,145.5,32.32,ABS,34,"2,844.4",37.5,"2,806.9","455,000",Multifamily Housing
1016150060,1051606,18,EAST  110 STREET    ,MANHATTAN,10029,Yes,In Compliance ,96.6,93.9,142.7,140,73.33,Manual,41,304.1,217,87.1,"53,145",Multifamily Housing
1008300042,1015732,258,   5 AVENUE         ,MANHATTAN,10001,Yes,In Compliance ,87.2,null,170.4,null,null,None,74,383.4,175,208.4,"66,600",Office
1005220010,1008212,632,BROADWAY            ,MANHATTAN,10012,Yes,In Compliance ,83.3,null,223.5,null,null,None,53,889.9,135.7,754.2,"139,780",Office
1007890075,1014508,264,WEST   40 STREET    ,MANHATTAN,10018,Yes,In Compliance ,90.3,null,200.4,null,null,None,51,620.1,208,412.2,"98,375",Office
1013440030,1039661,939,   1 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,83.4,null,137.7,null,44.12,ABS,57,752.1,461.4,290.7,"146,161",Multifamily Housing
1014050001,1042714,721,PARK AVENUE         ,MANHATTAN,10021,Yes,In Compliance ,244.2,244.2,446.5,446.5,null,None,null,"1,312.9",12.7,"1,300.2","75,100",Other
1012160027,1032161,101,WEST   85 STREET    ,MANHATTAN,10024,Yes,In Compliance ,133.8,133.2,228.8,226.9,null,None,3,617.1,358.6,258.4,"73,764",Multifamily Housing
2059530230,2086320,"5,800",ARLINGTON AVENUE    ,BRONX               ,10471,Yes,In Compliance ,104.4,95.2,133.9,124.8,60.08,ABS,50,"3,107.4","2,657.2",450.1,"420,189",Multifamily Housing
1012370033,1033310,618,AMSTERDAM AVENUE    ,MANHATTAN,10024,Yes,In Compliance ,103.2,97.8,158.6,153.1,null,None,null,"1,005.2",683,322.1,"161,422",Multifamily Housing
1018690029,1056377,760,AMSTERDAM AVENUE    ,MANHATTAN,10025,Yes,In Compliance ,179.8,174.3,263.5,257.5,null,None,13,825.5,619.9,205.6,"66,650",Multifamily Housing
2059530240,2086321,"5,900",ARLINGTON AVENUE    ,BRONX               ,10471,Yes,In Compliance ,102.9,97.9,132.1,127.2,null,None,51,"3,123.4","2,670.1",453.3,"428,316",Multifamily Housing
1018890040,1057147,290,RIVERSIDE DRIVE     ,MANHATTAN,10025,Yes,In Compliance ,90.4,90.4,113.1,113.2,null,None,84,730.9,640.3,90.5,"106,763",Multifamily Housing
2057237501,2083257,"2,287",JOHNSON AVENUE      ,BRONX               ,10463,Yes,In Compliance ,92.4,88.3,141.8,137.5,64.54,ABS,30,483.1,328.4,154.7,"87,075",Multifamily Housing
1018890001,1057127,280,RIVERSIDE DRIVE     ,MANHATTAN,10025,Yes,In Compliance ,75.9,73.5,101,98.6,34.18,ABS,76,"1,214.4","1,015",199.3,"211,041",Multifamily Housing
1021090046,1062550,"2,017",AMSTERDAM AVENUE    ,MANHATTAN,10032,Yes,In Compliance ,154.7,null,203,null,145.9,ABS,8,892.9,754.8,138.1,"76,221",Multifamily Housing
2024790042,2002961,"1,155",WALTON AVENUE       ,BRONX               ,10452,Yes,In Compliance ,105.5,91.5,130.6,116.4,null,None,41,443.6,389.3,54.3,"61,600",Multifamily Housing
1015347501,1073221,200,EAST   89 STREET    ,MANHATTAN,10128,Yes,In Compliance ,91.5,null,161.3,null,null,None,34,"1,374",799.6,574.4,"218,736",Multifamily Housing
3061380006,3257057;3257056;3257057,"10,015",   4 AVENUE         ,BROOKLYN            ,11209,Yes,In Compliance ,34.6,34.6,108.5,108.5,null,None,null,248.1,0,248.1,"86,553",Multifamily Housing
3068180017,3183898,"1,820",EAST   13 STREET    ,BROOKLYN            ,11229,Yes,In Compliance ,63.5,62.4,87.5,86.3,null,None,99,453.9,351.8,102,"123,666",Multifamily Housing
1018900036,1057187,305,RIVERSIDE DRIVE     ,MANHATTAN,10025,Yes,In Compliance ,79.7,79.4,106.6,106.2,25.14,ABS,93,762.1,634,128.1,"126,785",Multifamily Housing
4052940013,4119727,    36-19, 167 STREET         ,QUEENS,11358,Yes,In Compliance ,62.9,59.4,85.6,81.9,null,None,87,298,234.2,63.8,"82,330",Multifamily Housing
3059040001,3147141,1,  74 STREET         ,BROOKLYN            ,11209,Yes,In Compliance ,77.2,75.8,104.8,103.3,35.88,ABS,96,596.1,471.8,124.4,"130,830",Multifamily Housing
4012630044,4029031,    34-35,  35 AVENUE         ,QUEENS,11106,Yes,In Compliance ,68.1,65.1,97,93.8,null,None,97,578.7,432,146.7,"145,366",Multifamily Housing
4012680051,4029200,    34-31,  81 STREET         ,QUEENS,11372,Yes,In Compliance ,70.8,70.9,96.5,96.9,null,None,98,446.9,350.4,96.5,"109,592",Multifamily Housing
3067120066,3179803,"1,412",OCEAN AVENUE        ,BROOKLYN            ,11230,Yes,In Compliance ,55.5,54.3,75.4,74,null,None,100,246.4,194,52.4,"77,125",Multifamily Housing
3087170002,3245654,"3,033",BRIGHTON   14 STREET,BROOKLYN            ,11235,Yes,In Compliance ,69.7,68.3,93.6,92.2,null,None,98,255.5,203.7,51.8,"63,959",Multifamily Housing
1021790095,1064338,105,PINEHURST AVENUE    ,MANHATTAN,10033,Yes,In Compliance ,84.9,null,105.9,null,55.11,ABS,79,464.7,407.9,56.8,"72,760",Multifamily Housing
4012640047,4029131,    34-21,  77 STREET         ,QUEENS,11372,Yes,In Compliance ,100.3,97,111.2,107.6,null,None,88,676.7,645.2,31.5,"109,498",Multifamily Housing
3051130001,3117427,60,TURNER PLACE        ,BROOKLYN            ,11218,Yes,In Compliance ,59.8,null,90.2,null,null,None,86,574.3,401.1,173.2,"158,789",Multifamily Housing
4014610035,4035890,    87-15,  37 AVENUE         ,QUEENS,11372,Yes,In Compliance ,74.3,null,101.8,null,null,None,81,477.4,372,105.3,"111,368",Multifamily Housing
4001900020,4002498,    43-07,  39 PLACE          ,QUEENS,11104,Yes,In Compliance ,67.7,64.1,94.4,90.7,null,None,null,276.8,211.3,65.5,"70,475",Multifamily Housing
4021530025,4051476,    66-20, 108 STREET         ,QUEENS,11375,Yes,In Compliance ,76.5,72.5,102.1,97.8,null,None,null,383,307.2,75.8,"87,598",Multifamily Housing
4098450086,4210618,   172-90,HIGHLAND AVENUE     ,QUEENS,11432,Yes,In Compliance ,58.2,58,82.9,82.4,null,None,null,347.6,259,88.6,"102,173",Multifamily Housing
3087710129,3247022,"1,725",EMMONS AVENUE       ,BROOKLYN            ,11235,Yes,In Compliance ,89.9,87.1,115.2,112.3,null,None,88,416.2,348.4,67.8,"82,103",Multifamily Housing
2057980077,2084188,545,WEST  236 STREET    ,BRONX               ,10463,Yes,In Compliance ,52.5,50.7,74.8,72.9,null,None,null,322.5,240.4,82,"105,029",Multifamily Housing
3066140064,3175067,"1,665",EAST    7 STREET    ,BROOKLYN            ,11230,Yes,In Compliance ,75.8,73.6,100.3,97.9,null,None,98,272.3,220.6,51.7,"63,000",Multifamily Housing
3067950047,3182873,"1,225",AVENUE R            ,BROOKLYN            ,11229,Yes,In Compliance ,70.3,69,94.3,92.9,null,None,98,328.9,262.6,66.3,"81,666",Multifamily Housing
4067120001,4145197,   150-05,UNION TURNPIKE      ,QUEENS,11367,Yes,In Compliance ,79.6,79.5,106.6,106.4,null,None,null,"1,180.6",943.7,236.9,"259,182",Multifamily Housing
4011310001,4025172,    53-01,  32 AVENUE         ,QUEENS,11377,Yes,In Compliance ,73.9,null,113.5,null,null,None,61,579.8,398.3,181.5,"126,448",Multifamily Housing
1005617502,1009095,28,EAST   10 STREET    ,MANHATTAN,10003,Yes,In Compliance ,70.5,67.7,123.6,120.1,null,None,67,692.7,386.6,306.1,"155,646",Multifamily Housing
3053290001,3124322,125,OCEAN PARKWAY       ,BROOKLYN            ,11218,Yes,In Compliance ,87.8,81.4,112.1,105.6,null,None,93,585.8,495.9,89.9,"109,994",Multifamily Housing
3076380036,3209163,"1,685",OCEAN AVENUE        ,BROOKLYN            ,11230,Yes,In Compliance ,62.4,60.2,82.5,80.2,null,None,100,441.4,357.7,83.7,"124,124",Multifamily Housing
2024960040,2003024,"1,164",CROMWELL AVENUE     ,BRONX               ,10452,Yes,In Compliance ,114.9,null,141.2,null,null,None,24,698.8,619.8,79,"81,630",Multifamily Housing
4031730055,4075225,   103-11,  68 DRIVE          ,QUEENS,11375,Yes,In Compliance ,62.4,59.9,93.4,90.5,null,None,null,364.7,256.2,108.5,"98,203",Multifamily Housing
3053280015,3124300,120,OCEAN PARKWAY       ,BROOKLYN            ,11218,Yes,In Compliance ,55.9,54.3,75.6,73.8,null,None,100,280.9,222,58.9,"87,500",Multifamily Housing
4052940006,4119726,    36-35, 167 STREET         ,QUEENS,11358,Yes,In Compliance ,69.8,65.5,94,89.5,null,None,83,311.9,247.9,64,"77,927",Multifamily Housing
4022480125,4052714,   112-41,  72 ROAD           ,QUEENS,11375,Yes,In Compliance ,75.3,71.4,102.6,98.2,null,None,96,304,238.7,65.3,"70,127",Multifamily Housing
1021410029,1063463;1807886,615,WEST  172 STREET    ,MANHATTAN,10032,Yes,In Compliance ,70.2,65.9,99.2,94.7,null,None,79,333.8,251.4,82.3,"81,557",Multifamily Housing
4033210018,4079257,    83-10, 118 STREET         ,QUEENS,11415,Yes,In Compliance ,74.3,70.9,101.5,97.8,64.92,ABS,88,334.3,261.4,72.8,"78,087",Multifamily Housing
4098450012,4210599,   175-05,  87 DRIVE          ,QUEENS,11432,Yes,In Compliance ,68.1,68.1,92.7,92.7,null,None,82,338.5,265.8,72.7,"86,333",Multifamily Housing
3087180052,3245686,"1,159",BRIGHTON BEACH AVE  ,BROOKLYN            ,11235,Yes,In Compliance ,78.5,77.1,103.4,101.9,56.92,ABS,64,302.5,246.1,56.3,"67,666",Multifamily Housing
3065410027,3171717,"1,250",OCEAN PARKWAY       ,BROOKLYN            ,11230,Yes,In Compliance ,76,73.7,106.1,103.2,null,None,66,530,404.7,125.4,"120,078",Multifamily Housing
3068180074,3183926,"1,855",EAST   12 STREET    ,BROOKLYN            ,11229,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,null,"105,000",Multifamily Housing
3054540045,3129188,"4,910",  17 AVENUE         ,BROOKLYN            ,11204,Yes,In Compliance ,90,87.5,130.8,128.2,null,None,49,407.8,297,110.9,"77,000",Multifamily Housing
2032900014,2016707,"2,786",BAINBRIDGE AVENUE   ,BRONX               ,10458,Yes,In Compliance ,64.4,60.6,85.5,81.5,null,None,90,270.2,217.9,52.4,"73,528",Multifamily Housing
2038070048,2026358,"2,165",CHATTERTON AVENUE   ,BRONX               ,10472,Yes,In Compliance ,67.2,64.1,91.8,88.5,null,None,86,398.5,311.9,86.6,"102,881",Multifamily Housing
3086920010,3245124,"3,109",BRIGHTON    7 STREET,BROOKLYN            ,11235,Yes,In Compliance ,85,83.3,111.7,110,37.94,ABS,53,408.1,332.7,75.4,"84,420",Multifamily Housing
2033190064,2017596,5,MINERVA PLACE       ,BRONX               ,10468,Yes,In Compliance ,78.5,null,103.6,null,null,None,75,430.3,349.5,80.8,"96,250",Multifamily Housing
3054951014,3131067,"1,176",OCEAN PARKWAY       ,BROOKLYN            ,11230,Yes,In Compliance ,99.7,96.4,118.2,114.8,null,None,71,590.5,532.8,57.7,"107,625",Multifamily Housing
2039250018,2028705;2112832,"1,565",THIERIOT AVENUE     ,BRONX               ,10460,Yes,In Compliance ,62.2,59.9,85.2,82.7,null,None,89,546.5,426.6,119.9,"152,250",Multifamily Housing
3073550042,3199914,"2,195",EAST   22 STREET    ,BROOKLYN            ,11229,Yes,In Compliance ,64.4,62.6,85.9,83.9,null,None,90,360.9,289.7,71.1,"98,000",Multifamily Housing
1015610001,1050385,"1,562",   1 AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,88.5,null,131.1,null,null,None,36,"1,421.3","1,076.1",345.2,"213,448",Multifamily Housing
1013510001,1040031,"1,110",   2 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,79.3,76.1,140.5,136.5,null,None,32,"1,758.4",19.9,"1,738.5","312,078",Multifamily Housing
4043310001,4848167,    30-02,WHITESTONE EP SR W  ,QUEENS,11357,Yes,In Compliance ,155.2,149.5,390.4,382.7,null,None,null,825.1,177,648.1,"71,815",Other - Entertainment/Public Assembly
2024430090,2002456,200,EAST  161 STREET    ,BRONX               ,10451,Yes,In Compliance ,167.5,161.7,341.5,336.4,null,None,null,619.4,257.9,361.5,"55,000",Other - Entertainment/Public Assembly
2057430002,2083466,"2,530",INDEPENDENCE AVENUE ,BRONX               ,10463,Yes,In Compliance ,91.1,88.6,120.5,117.9,39.67,ABS,63,564.2,473.5,90.7,"82,300",Multifamily Housing
1012360029,1033294,205,WEST   88 STREET    ,MANHATTAN,10024,Yes,In Compliance ,91.2,87.5,136.2,132.4,null,None,52,674.2,509,165.1,"96,058",Multifamily Housing
4092450240,4193153,    84-50,AUSTIN STREET       ,QUEENS,11415,Yes,In Compliance ,116.2,115.4,147.2,146.5,null,None,39,636.9,552.7,84.2,"72,816",Multifamily Housing
4155550001,4298196,    10-06,NEILSON STREET      ,QUEENS,11691,Yes,In Compliance ,45.8,43.7,56.6,54.5,null,None,100,384.2,333.8,50.4,"146,616",Multifamily Housing
4062770002,4443831;4443832;4443838;4443843;4443834,    42-11,CORPORAL KENNEDY ST ,QUEENS,11361,Yes,In Compliance ,77.3,73.9,104.8,101.3,65.15,ABS,31,925.6,729.8,195.8,"208,345",Multifamily Housing
1008340080,1015858,"1,270",BROADWAY            ,MANHATTAN,10001,Yes,In Compliance ,88.9,86,178,174.4,null,None,75,804.3,0,804.3,"123,533",Office
2057457501,2087530,"2,521",PALISADE AVENUE     ,BRONX               ,10463,Yes,In Compliance ,119.6,114.5,187.2,181.7,null,None,19,387.8,256.6,131.2,"53,622",Multifamily Housing
1017740056,1054488,132,EAST  126 STREET    ,MANHATTAN,10035,Yes,In Compliance ,80.5,77.7,216.5,213.4,null,None,91,306.6,45.8,260.7,"49,787",Office
1008170029,1078651;1078648,6,WEST   16 STREET    ,MANHATTAN,10011,Yes,In Compliance ,67,63.7,105.9,102.7,null,None,80,"2,119.6","1,469.3",650.3,"444,643",Multifamily Housing
1005390031,1008680,211,THOMPSON STREET     ,MANHATTAN,10012,Yes,In Compliance ,74.5,72.1,122.4,119.8,null,None,77,298.7,184.6,114.1,"65,100",Multifamily Housing
1020447501,1060788,300,WEST  145 STREET    ,MANHATTAN,10039,Yes,In Compliance ,81.2,79,172,169.8,null,None,3,"1,715.5",652.1,"1,063.4","309,027",Multifamily Housing
1013490041,1039990,322,EAST   57 STREET    ,MANHATTAN,10022,Yes,In Compliance ,99.4,96.8,180.9,177.6,null,None,2,678.7,71.9,606.8,"97,529",Multifamily Housing
1014497502,1072675;1802575,339,EAST   74 STREET    ,MANHATTAN,10021,Yes,In Compliance ,107.6,101.2,162.7,156.3,null,None,7,"1,561.5","1,164.6",396.9,"188,767",Multifamily Housing
